Customer_ID,Model,Year,Region,Color,Fuel_Type,Transmission,Engine_Size_L,Mileage_KM,Price_USD,Unite_Sold,Sales_Classification,Total_Sales
2305,M5,2017,Middle East,Grey,Diesel,Automatic,2.8,55643,96914,4669,Low,452491466
2306,i3,2014,South America,Grey,Diesel,Automatic,2.7,22417,98122,5178,Low,508075716
2307,M5,2013,Asia,Silver,Diesel,Automatic,3.2,193534,70907,8254,High,585266378
2308,M3,2011,South America,Grey,Petrol,Manual,4.5,137855,96941,6712,Low,650667992
2309,i8,2015,Asia,Black,Hybrid,Automatic,2.4,6365,30074,2845,Low,85560530
2310,M3,2015,North America,Grey,Electric,Automatic,1.9,167647,88780,4997,Low,443633660
2311,3 Series,2020,Middle East,Red,Petrol,Manual,4.5,105037,73453,7286,High,535178558
2312,i3,2024,South America,Blue,Hybrid,Manual,1.6,128016,107658,9124,High,982271592
2313,X6,2010,Europe,White,Hybrid,Manual,4.7,7762,61914,5045,Low,312356130
2314,X6,2018,South America,Grey,Diesel,Manual,2.6,40764,116735,4709,Low,549705115
2315,i3,2021,Europe,Silver,Hybrid,Automatic,3.3,24238,111742,1482,Low,165601644
2316,M5,2020,Africa,Grey,Petrol,Automatic,2,195911,64700,3134,Low,202769800
2317,X3,2015,Middle East,Grey,Diesel,Automatic,4.7,134039,70672,6856,Low,484527232
2318,3 Series,2022,Middle East,Silver,Petrol,Automatic,4.1,116572,47284,3730,Low,176369320
2319,M3,2012,Europe,White,Diesel,Manual,4.7,194359,93837,8190,High,768525030
2320,7 Series,2013,Africa,Red,Diesel,Manual,3.9,143864,74401,9067,High,674593867
2321,3 Series,2021,South America,Grey,Hybrid,Automatic,2.1,37246,112265,5726,Low,642829390
2322,7 Series,2020,Asia,White,Petrol,Automatic,2.6,188234,71570,3284,Low,235035880
2323,i8,2013,Europe,White,Hybrid,Automatic,3.2,110079,70118,7254,High,508635972
2324,i3,2012,Middle East,Silver,Petrol,Automatic,3.6,53579,80919,2377,Low,192344463
2325,M5,2019,Asia,Blue,Hybrid,Automatic,4.7,164678,49840,1883,Low,93848720
2326,3 Series,2012,South America,Silver,Petrol,Manual,2.8,137794,99478,520,Low,51728560
2327,X1,2024,Europe,Grey,Diesel,Manual,4,87263,71666,8913,High,638759058
2328,i3,2012,Africa,Red,Diesel,Manual,4.9,86785,99512,2353,Low,234151736
2329,X3,2013,South America,Grey,Petrol,Manual,2,156944,55881,6169,Low,344729889
2330,M5,2016,Africa,White,Diesel,Automatic,4.5,39593,109963,113,Low,12425819
2331,X5,2013,Europe,White,Diesel,Automatic,3,162617,79299,2353,Low,186590547
2332,i3,2018,Africa,Blue,Diesel,Manual,4.1,180348,46141,8132,High,375218612
2333,X1,2010,Europe,Silver,Electric,Manual,2.5,97558,101553,1718,Low,174468054
2334,3 Series,2017,Africa,Silver,Diesel,Manual,2.7,124960,115369,5481,Low,632337489
2335,X6,2016,Europe,Black,Electric,Manual,1.6,28972,89763,7436,High,667477668
2336,X5,2011,Europe,Blue,Petrol,Automatic,4.9,141616,117994,6327,Low,746548038
2337,i3,2017,Asia,Black,Diesel,Manual,4.3,42089,99138,5415,Low,536832270
2338,X5,2010,North America,Silver,Diesel,Manual,1.8,102510,107741,2737,Low,294887117
2339,X1,2020,Europe,Grey,Petrol,Automatic,5,64144,39207,4488,Low,175961016
2340,5 Series,2021,North America,Blue,Hybrid,Automatic,3.6,166252,52030,1849,Low,96203470
2341,X5,2018,Asia,Black,Petrol,Manual,4.5,106246,72271,6300,Low,455307300
2342,X1,2018,Europe,Black,Petrol,Manual,1.7,25059,42749,3108,Low,132863892
2343,M3,2011,Africa,White,Hybrid,Manual,2.9,49603,80312,2792,Low,224231104
2344,i3,2016,Middle East,Black,Hybrid,Manual,3.8,134173,89891,3901,Low,350664791
2345,i3,2024,Asia,Red,Petrol,Manual,1.9,42153,62609,897,Low,56160273
2346,i3,2023,Europe,Grey,Hybrid,Automatic,3.2,136858,54036,3108,Low,167943888
2347,X6,2019,Africa,Grey,Hybrid,Manual,3,199006,116494,9003,High,1048795482
2348,3 Series,2012,Africa,Red,Electric,Automatic,2.3,190156,116827,9454,High,1104482458
2349,X6,2016,Africa,Grey,Petrol,Automatic,2.6,160714,115705,7064,High,817340120
2350,5 Series,2021,North America,White,Petrol,Manual,4.9,128242,51552,4585,Low,236365920
2351,7 Series,2019,North America,Silver,Hybrid,Automatic,2.5,40052,32230,4515,Low,145518450
2352,i8,2018,Asia,Grey,Petrol,Manual,2.2,126505,92606,9586,High,887721116
2353,i8,2013,Middle East,Silver,Hybrid,Automatic,3.4,149450,97301,9597,High,933797697
2354,i8,2021,Africa,Black,Diesel,Manual,3.8,164473,102381,9156,High,937400436
2355,5 Series,2010,South America,Red,Electric,Automatic,4,9951,39129,8440,High,330248760
2356,3 Series,2011,North America,Grey,Hybrid,Automatic,4.1,146359,105042,2463,Low,258718446
2357,i8,2010,South America,Red,Diesel,Manual,1.6,76908,48463,3398,Low,164677274
2358,X6,2023,South America,Grey,Petrol,Automatic,2.9,167411,94959,8066,High,765939294
2359,X5,2021,Asia,Silver,Diesel,Manual,4.2,48241,106595,5829,Low,621342255
2360,X3,2014,Middle East,White,Petrol,Automatic,4.7,95070,83106,6254,Low,519744924
2361,7 Series,2014,North America,Silver,Electric,Automatic,3.6,182618,116107,7608,High,883342056
2362,X3,2020,South America,Silver,Hybrid,Automatic,1.7,158566,114790,2156,Low,247487240
2363,i8,2016,South America,Red,Hybrid,Manual,2.9,32573,42409,5098,Low,216201082
2364,X1,2018,Asia,Blue,Diesel,Automatic,1.8,138433,112394,5095,Low,572647430
2365,7 Series,2018,North America,White,Diesel,Manual,4.1,30215,40062,305,Low,12218910
2366,i8,2012,Europe,Blue,Electric,Manual,1.7,67114,68714,5960,Low,409535440
2367,3 Series,2012,Europe,Blue,Diesel,Manual,2.2,154736,78565,3990,Low,313474350
2368,5 Series,2012,Middle East,Blue,Electric,Automatic,3,121611,76420,6844,Low,523018480
2369,M3,2013,Middle East,White,Petrol,Manual,3.1,74067,67269,2781,Low,187075089
2370,X5,2017,Africa,Blue,Hybrid,Manual,2.9,110631,110049,1386,Low,152527914
2371,3 Series,2015,North America,Blue,Petrol,Automatic,3.1,187396,71905,7571,High,544392755
2372,i3,2017,South America,Grey,Petrol,Automatic,4,174519,31948,5863,Low,187311124
2373,X6,2010,North America,Blue,Petrol,Automatic,2.8,36327,66518,7163,High,476468434
2374,3 Series,2017,South America,Silver,Electric,Manual,3.4,144332,102814,5037,Low,517874118
2375,5 Series,2013,Middle East,Grey,Electric,Manual,2.6,163437,69488,8943,High,621431184
2376,i8,2020,Asia,White,Hybrid,Manual,2.7,111872,34401,288,Low,9907488
2377,X1,2010,North America,Red,Hybrid,Manual,3.6,4768,35905,5184,Low,186131520
2378,X3,2017,Europe,Red,Electric,Manual,3.2,84155,70778,8167,High,578043926
2379,X6,2013,South America,Red,Petrol,Manual,4,142408,60324,2195,Low,132411180
2380,X1,2015,Middle East,Silver,Hybrid,Automatic,3.5,117990,58708,3657,Low,214695156
2381,M5,2017,South America,Silver,Diesel,Manual,4.3,57377,91637,9121,High,835821077
2382,i8,2013,Africa,Silver,Petrol,Manual,3.1,136263,116643,4751,Low,554170893
2383,X1,2023,Europe,Silver,Diesel,Manual,3.2,112416,53115,874,Low,46422510
2384,3 Series,2012,North America,White,Hybrid,Manual,3.8,110051,82258,9890,High,813531620
2385,7 Series,2023,South America,Black,Electric,Manual,2.3,179767,47128,7301,High,344081528
2386,X5,2018,Europe,Silver,Diesel,Manual,2.9,124134,37111,4242,Low,157424862
2387,M5,2012,Europe,Black,Petrol,Automatic,3.7,124564,119792,3324,Low,398188608
2388,X5,2018,Africa,Black,Electric,Manual,1.6,6634,67794,9284,High,629399496
2389,i3,2022,North America,Black,Hybrid,Automatic,3,81603,115537,5387,Low,622397819
2390,X6,2011,Africa,Red,Hybrid,Automatic,3.6,97667,81625,3309,Low,270097125
2391,7 Series,2023,Europe,Black,Diesel,Manual,4.9,109291,30463,7111,High,216622393
2392,M3,2011,Middle East,Black,Diesel,Automatic,4.6,106672,101785,1625,Low,165400625
2393,M5,2011,Africa,Red,Petrol,Automatic,2.5,41594,93495,489,Low,45719055
2394,i3,2015,Asia,White,Hybrid,Manual,3.3,95364,91829,7118,High,653638822
2395,M5,2012,Middle East,Red,Diesel,Manual,1.7,71227,114903,8924,High,1025394372
2396,X1,2022,South America,Black,Petrol,Automatic,2.3,26767,117363,642,Low,75347046
2397,i3,2018,Africa,White,Hybrid,Automatic,4.2,27979,95982,4366,Low,419057412
2398,M5,2013,Asia,White,Petrol,Automatic,1.9,170073,81725,1404,Low,114741900
2399,X5,2010,Africa,White,Hybrid,Automatic,2.4,23577,62344,8358,High,521071152
2400,3 Series,2013,South America,Blue,Electric,Automatic,4.8,121155,35561,3816,Low,135700776
2401,X1,2010,North America,Black,Diesel,Manual,4.4,148730,59157,9680,High,572639760
2402,M3,2023,South America,Grey,Hybrid,Manual,4.2,80410,55419,7109,High,393973671
2403,X3,2014,South America,Silver,Petrol,Manual,4.5,35380,84387,6211,Low,524127657
2404,X6,2013,South America,White,Electric,Manual,4.1,183126,36457,1866,Low,68028762
2405,X5,2017,Europe,Silver,Electric,Automatic,1.9,5204,32190,143,Low,4603170
2406,X5,2017,South America,Black,Hybrid,Manual,3.3,42159,85852,5802,Low,498113304
2407,X3,2016,Asia,Grey,Petrol,Automatic,3.1,143652,93537,5924,Low,554113188
2408,X6,2012,South America,Grey,Diesel,Manual,2.6,186337,56075,9184,High,514992800
2409,i3,2010,Asia,White,Petrol,Manual,4.4,25644,33486,4936,Low,165286896
2410,5 Series,2010,Africa,Grey,Electric,Manual,3.1,127690,74267,2849,Low,211586683
2411,5 Series,2021,Asia,White,Electric,Manual,1.7,21122,112462,5903,Low,663863186
2412,i8,2020,South America,White,Hybrid,Automatic,2.5,59781,62084,4541,Low,281923444
2413,i3,2012,Europe,Black,Hybrid,Automatic,2.3,183685,119952,9131,High,1095281712
2414,7 Series,2015,Europe,Grey,Diesel,Manual,4.6,126540,33593,3220,Low,108169460
2415,7 Series,2016,Africa,Red,Diesel,Manual,3.8,92316,85617,1909,Low,163442853
2416,X3,2015,Asia,Grey,Diesel,Manual,3.5,6304,45543,6657,Low,303179751
2417,X6,2023,Europe,White,Hybrid,Automatic,3.3,54800,100512,9966,High,1001702592
2418,X5,2023,South America,Grey,Petrol,Manual,3.8,51128,94088,2930,Low,275677840
2419,i8,2015,Middle East,Silver,Electric,Automatic,4.1,86794,39377,9525,High,375065925
2420,X1,2015,Africa,Silver,Hybrid,Automatic,3.4,15994,41990,8543,High,358720570
2421,i8,2022,Africa,Black,Diesel,Manual,4.8,89921,41946,2452,Low,102851592
2422,X3,2012,Middle East,Silver,Hybrid,Automatic,4.9,110369,40370,6148,Low,248194760
2423,3 Series,2015,Africa,Red,Electric,Automatic,5,69854,58429,8981,High,524750849
2424,X3,2017,North America,Silver,Petrol,Manual,3.8,113551,30284,241,Low,7298444
2425,3 Series,2020,Middle East,Red,Petrol,Automatic,4.8,159467,76201,5760,Low,438917760
2426,M3,2020,North America,Red,Hybrid,Automatic,2.9,180136,59712,6726,Low,401622912
2427,X6,2011,North America,Black,Diesel,Automatic,4.5,109348,85468,8241,High,704341788
2428,i8,2014,Middle East,White,Diesel,Manual,4.7,144533,82911,4321,Low,358258431
2429,X6,2023,Asia,Red,Diesel,Manual,4.7,32173,54649,6736,Low,368115664
2430,5 Series,2010,Africa,Black,Diesel,Automatic,4.4,102278,35915,9841,High,353439515
2431,M3,2021,Middle East,White,Hybrid,Manual,2.9,162609,54134,904,Low,48937136
2432,M5,2024,Middle East,White,Hybrid,Automatic,2.1,43892,84569,4431,Low,374725239
2433,7 Series,2010,Africa,Blue,Diesel,Automatic,2.7,185870,92721,7521,High,697354641
2434,5 Series,2014,South America,Black,Diesel,Automatic,4.2,134531,87621,4611,Low,404020431
2435,5 Series,2021,North America,Blue,Hybrid,Manual,2.3,194391,76581,6866,Low,525805146
2436,3 Series,2022,Middle East,Silver,Hybrid,Automatic,3.2,118028,63248,8095,High,511992560
2437,i3,2012,Middle East,Red,Diesel,Manual,3.5,155164,118934,1818,Low,216222012
2438,i3,2013,North America,Red,Electric,Automatic,3.6,167951,104651,1054,Low,110302154
2439,3 Series,2012,South America,Red,Hybrid,Manual,4.8,135680,93319,3307,Low,308605933
2440,M3,2010,Middle East,Grey,Petrol,Manual,3.8,20833,30946,6000,Low,185676000
2441,X5,2010,Africa,Black,Diesel,Automatic,4.3,169423,45093,7103,High,320295579
2442,M5,2021,North America,Silver,Diesel,Manual,3.5,52191,66769,1942,Low,129665398
2443,5 Series,2021,Europe,Black,Electric,Automatic,4.4,82062,84946,2018,Low,171421028
2444,5 Series,2023,South America,Red,Petrol,Manual,2.4,181200,46751,5122,Low,239458622
2445,X1,2022,Africa,Blue,Hybrid,Automatic,2.2,16720,41380,2118,Low,87642840
2446,M3,2023,North America,Silver,Hybrid,Manual,4.7,26402,35130,9240,High,324601200
2447,i3,2014,South America,Red,Diesel,Manual,3.9,185012,74147,8800,High,652493600
2448,i8,2015,Europe,Grey,Electric,Automatic,3.9,137116,71187,3942,Low,280619154
2449,M3,2012,Europe,Red,Electric,Automatic,3.1,125303,36190,6344,Low,229589360
2450,M3,2021,South America,Grey,Diesel,Automatic,2.8,72907,31385,634,Low,19898090
2451,5 Series,2018,South America,Blue,Diesel,Manual,3.4,96313,48896,398,Low,19460608
2452,X6,2014,Asia,Black,Electric,Manual,1.9,114324,111758,7978,High,891605324
2453,X3,2017,Europe,Red,Electric,Automatic,3.1,37926,112367,6565,Low,737689355
2454,X3,2022,South America,Blue,Diesel,Automatic,3.1,1536,42468,9374,High,398095032
2455,i8,2010,North America,Blue,Hybrid,Automatic,3.4,58700,94124,2613,Low,245946012
2456,7 Series,2023,South America,Grey,Diesel,Manual,3.7,33111,102861,5453,Low,560901033
2457,3 Series,2014,Middle East,Grey,Diesel,Manual,4.9,154711,76421,867,Low,66257007
2458,i8,2024,Africa,White,Petrol,Manual,3.8,145740,97980,6665,Low,653036700
2459,X6,2012,Africa,Black,Hybrid,Manual,4.6,17763,53320,101,Low,5385320
2460,i8,2021,South America,Grey,Diesel,Automatic,3.4,158596,31016,4938,Low,153157008
2461,X1,2010,Africa,Red,Electric,Automatic,3.7,70582,32634,5754,Low,187776036
2462,5 Series,2013,Africa,Grey,Petrol,Manual,1.7,164685,82139,1560,Low,128136840
2463,M5,2024,South America,Blue,Petrol,Manual,2,32207,35232,4545,Low,160129440
2464,i8,2022,Middle East,Black,Hybrid,Manual,3.5,36421,117586,5532,Low,650485752
2465,M5,2014,Africa,Blue,Petrol,Automatic,2.9,109953,90079,6074,Low,547139846
2466,3 Series,2016,Africa,Silver,Hybrid,Manual,4.3,45420,55483,9417,High,522483411
2467,7 Series,2010,South America,Blue,Hybrid,Automatic,3.4,169022,110072,3588,Low,394938336
2468,X3,2012,South America,Red,Diesel,Automatic,4.6,71247,46723,1251,Low,58450473
2469,X1,2011,Asia,Grey,Electric,Automatic,4.9,133987,98433,9105,High,896232465
2470,X5,2018,Africa,Silver,Diesel,Manual,2,54511,52655,7876,High,414710780
2471,X1,2019,Asia,Black,Electric,Manual,2.9,190036,58531,7317,High,428271327
2472,X6,2024,Middle East,White,Electric,Manual,3.8,11344,113647,1983,Low,225362001
2473,M5,2015,Middle East,Grey,Petrol,Automatic,2.6,166487,112693,5817,Low,655535181
2474,5 Series,2019,Middle East,Silver,Petrol,Automatic,2.4,121797,100148,7231,High,724170188
2475,M5,2012,Asia,Grey,Hybrid,Automatic,4.3,124001,82901,222,Low,18404022
2476,i3,2017,Europe,Grey,Diesel,Automatic,4.9,40442,67998,7313,High,497269374
2477,i3,2023,Middle East,Black,Electric,Manual,4.2,2005,41659,1786,Low,74402974
2478,7 Series,2017,North America,Black,Hybrid,Manual,3.3,194029,43238,8514,High,368128332
2479,X6,2011,South America,Blue,Petrol,Manual,3,169730,86385,9968,High,861085680
2480,X5,2024,Europe,Blue,Petrol,Manual,3.4,82598,113709,8047,High,915016323
2481,i8,2015,South America,Red,Petrol,Automatic,3.1,182742,80754,5839,Low,471522606
2482,X3,2016,South America,Red,Hybrid,Automatic,3.3,26890,60361,1339,Low,80823379
2483,X3,2011,Middle East,Grey,Hybrid,Automatic,2.2,59103,46517,9462,High,440143854
2484,X3,2024,Europe,Red,Electric,Manual,4.7,1390,119117,7270,High,865980590
2485,i8,2020,North America,Red,Diesel,Automatic,4.1,5405,108815,2879,Low,313278385
2486,3 Series,2019,South America,Black,Hybrid,Manual,3.9,42467,102968,2165,Low,222925720
2487,X6,2011,Africa,White,Diesel,Manual,4.8,35394,102034,4455,Low,454561470
2488,X5,2019,Europe,Blue,Hybrid,Manual,2.5,36527,84856,2035,Low,172681960
2489,i3,2010,Europe,Red,Petrol,Automatic,1.8,126567,46702,7510,High,350732020
2490,3 Series,2017,North America,Red,Electric,Automatic,4.4,3879,49819,9025,High,449616475
2491,X1,2010,Africa,Black,Diesel,Automatic,5,37731,33141,5113,Low,169449933
2492,X5,2018,Europe,Blue,Petrol,Manual,3.5,31445,62226,7616,High,473913216
2493,3 Series,2020,South America,Silver,Diesel,Automatic,1.7,176625,117171,6688,Low,783639648
2494,3 Series,2015,North America,White,Hybrid,Automatic,4.2,154571,54989,9390,High,516346710
2495,5 Series,2016,North America,White,Electric,Manual,1.8,28199,54748,3539,Low,193753172
2496,7 Series,2022,Asia,Black,Electric,Manual,3.4,157901,51785,7315,High,378807275
2497,X3,2019,Africa,Black,Hybrid,Automatic,2.5,114886,70265,9879,High,694147935
2498,X6,2016,Europe,Black,Petrol,Manual,4.7,10561,63605,8533,High,542741465
2499,M3,2019,Africa,White,Hybrid,Automatic,3.1,108903,58185,335,Low,19491975
2500,i8,2012,Middle East,Red,Electric,Automatic,4.6,144778,108406,993,Low,107647158
2501,i8,2011,North America,Silver,Diesel,Automatic,2.5,129520,38071,8143,High,310012153
2502,7 Series,2018,Europe,Silver,Hybrid,Manual,2.9,16841,75628,8340,High,630737520
2503,M3,2017,Africa,Silver,Hybrid,Manual,4.8,183782,100693,6324,Low,636782532
2504,7 Series,2022,North America,Grey,Electric,Automatic,2.2,91013,89453,7795,High,697286135
2505,7 Series,2021,Africa,Silver,Diesel,Manual,3.5,175240,82064,9362,High,768283168
2506,i8,2019,North America,White,Petrol,Automatic,2.9,122500,96319,9080,High,874576520
2507,7 Series,2016,Middle East,Silver,Hybrid,Automatic,4.2,179716,78386,1274,Low,99863764
2508,7 Series,2018,Africa,Red,Electric,Automatic,2,176437,77426,2167,Low,167782142
2509,X3,2013,Africa,Black,Electric,Automatic,3,159170,119954,6751,Low,809809454
2510,7 Series,2022,North America,Grey,Electric,Automatic,3.9,166155,64742,7762,High,502527404
2511,M5,2013,Africa,Grey,Hybrid,Manual,2.9,33669,93884,6440,Low,604612960
2512,7 Series,2010,North America,White,Petrol,Manual,1.7,56052,99698,992,Low,98900416
2513,X6,2017,Africa,White,Electric,Automatic,4,53449,82740,1329,Low,109961460
2514,i8,2023,Africa,Black,Hybrid,Automatic,3.3,123239,52193,6006,Low,313471158
2515,X5,2023,North America,Grey,Diesel,Automatic,1.5,56918,36116,3195,Low,115390620
2516,3 Series,2021,South America,Silver,Electric,Manual,3.6,99440,51226,2119,Low,108547894
2517,i3,2012,Asia,Black,Petrol,Automatic,4.7,192413,114851,1342,Low,154130042
2518,X3,2016,South America,Red,Electric,Automatic,1.9,136356,105711,1100,Low,116282100
2519,X6,2024,Europe,Silver,Hybrid,Manual,3.6,131579,36319,6496,Low,235928224
2520,X6,2021,Africa,Grey,Petrol,Automatic,4.1,192233,32423,844,Low,27365012
2521,M3,2011,North America,Red,Electric,Automatic,1.7,119960,56835,6900,Low,392161500
2522,X6,2011,North America,White,Electric,Automatic,1.6,129451,104447,6145,Low,641826815
2523,X5,2016,Africa,Grey,Diesel,Automatic,3.1,13371,105070,4284,Low,450119880
2524,X5,2024,Middle East,White,Hybrid,Automatic,4.3,78733,75419,5961,Low,449572659
2525,X1,2015,Asia,Grey,Diesel,Automatic,2.1,199235,84022,1194,Low,100322268
2526,i3,2012,Asia,Grey,Electric,Manual,4.4,25251,87697,4050,Low,355172850
2527,X5,2018,Middle East,Red,Electric,Manual,3.8,50183,75390,8038,High,605984820
2528,X5,2019,Middle East,Red,Hybrid,Manual,2.7,148760,93236,2693,Low,251084548
2529,X5,2024,Africa,White,Petrol,Manual,3.3,93603,72936,2487,Low,181391832
2530,M5,2023,South America,Silver,Diesel,Manual,4.9,140914,34553,6549,Low,226287597
2531,3 Series,2022,Asia,Blue,Electric,Automatic,2.3,34532,90267,6372,Low,575181324
2532,i8,2015,Middle East,Grey,Electric,Automatic,3.2,82478,80247,9537,High,765315639
2533,i3,2019,Middle East,Grey,Diesel,Manual,3.7,183985,107396,9192,High,987184032
2534,X5,2019,Asia,Red,Electric,Automatic,2,15812,76124,4646,Low,353672104
2535,3 Series,2015,North America,Blue,Electric,Automatic,1.7,25425,119970,5377,Low,645078690
2536,X3,2010,North America,Red,Electric,Automatic,1.5,40927,62008,7502,High,465184016
2537,M5,2013,Africa,Blue,Petrol,Automatic,2.6,133161,36902,7598,High,280381396
2538,5 Series,2019,Africa,Grey,Diesel,Manual,1.8,194310,42650,1268,Low,54080200
2539,X1,2015,North America,Silver,Diesel,Manual,4.3,90089,103531,4441,Low,459781171
2540,5 Series,2024,Europe,Red,Electric,Automatic,5,40963,46019,8074,High,371557406
2541,3 Series,2015,Europe,Silver,Electric,Automatic,1.7,110901,83776,3673,Low,307709248
2542,i8,2020,Europe,Red,Diesel,Manual,3,93800,94038,5816,Low,546925008
2543,X6,2021,Asia,Red,Hybrid,Manual,1.6,13086,36462,7133,High,260083446
2544,X3,2014,Europe,Red,Electric,Automatic,2,37967,64069,4747,Low,304135543
